0 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 -1.176471 
0 0.000000 6.349206 12.698413 19.047619 25.396825 31.746032 38.095238 44.444444 50.793651 57.142857 63.492063 69.841270 76.190476 82.539683 88.888889 95.238095 101.587302 107.936508 114.285714 120.634921 126.984127 133.333333 139.682540 146.031746 152.380952 158.730159 165.079365 171.428571 177.777778 184.126984 190.476190 196.825397 203.174603 209.523810 215.873016 222.222222 228.571429 234.920635 241.269841 247.619048 253.968254 260.317460 266.666667 273.015873 279.365079 285.714286 292.063492 298.412698 304.761905 311.111111 317.460317 323.809524 330.158730 336.507937 342.857143 349.206349 355.555556 361.904762 368.253968 374.603175 380.952381 387.301587 393.650794 400.000000 
0.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 
0.500000 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 0.965926 
1.000000 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 0.866025 
1.500000 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 0.707107 
2.000000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 0.500000 
2.500000 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 0.258819 
3.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
3.500000 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 -0.258819 
